,Model Year,Make,Model,Vehicle Class,Engine Size (L),Cylinders,Transmission,Fuel Type,Fuel Consumption: City (L/100km),Fuel Consumption: Highway (L/100km),Fuel Consumption: Combined (L/100km),Fuel Consumption: Combined (mpg),CO2 Emissions (g/km),CO2 Ratings
197,2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.2,12.3,14.5,19,341,3
198,2022,Chevrolet,Silverado FFV,Pickup truck: Standard,5.3,8.0,A6,E,21.5,16.0,19.1,15,321,3
199,2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8.0,A8,X,15.1,11.3,13.4,21,314,3
200,2022,Chevrolet,Silverado,Pickup truck: Standard,5.3,8.0,A10,X,14.4,11.3,13.0,22,304,3
201,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,2.7,4.0,A8,X,13.9,12.0,13.1,22,306,3
202,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,2.7,4.0,A8,X,14.7,13.1,14.0,20,328,3
203,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,3.0,6.0,A10,D,10.9,9.1,10.1,28,272,4
204,2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,3.0,6.0,A10,D,10.5,9.1,9.9,29,265,4
205,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,3.0,6.0,A10,D,11.8,10.3,11.2,25,298,4
206,2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,X,16.5,12.8,14.8,19,347,3
207,2022,Chevrolet,Silverado 4WD FFV,Pickup truck: Standard,5.3,8.0,A6,E,22.0,16.4,19.5,14,326,3
208,2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8.0,A6,X,17.4,14.7,16.2,17,380,2
209,2022,Chevrolet,Silverado 4WD Mud Terrain Tire FFV,Pickup truck: Standard,5.3,8.0,A6,E,23.1,19.6,21.5,13,358,2
210,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8.0,A8,X,15.6,11.9,13.9,20,327,3
211,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8.0,A8,X,16.9,13.3,15.3,18,359,2
212,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,5.3,8.0,A10,X,14.7,11.8,13.4,21,314,3
213,2022,Chevrolet,Silverado 4WD (No DFM),Pickup truck: Standard,5.3,8.0,A10,X,16.8,12.4,14.8,19,347,3
214,2022,Chevrolet,Silverado 4WD (With Sport Mode),Pickup truck: Standard,5.3,8.0,A10,X,15.3,12.3,13.9,20,327,3
215,2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,5.3,8.0,A10,X,16.1,12.4,14.4,20,339,3
216,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,5.3,8.0,A10,X,16.6,14.0,15.4,18,361,2
217,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,5.3,8.0,A10,X,16.8,13.9,15.5,18,364,2
218,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8.0,A10,X,18.1,13.8,16.2,17,381,2
219,2022,Chevrolet,Silverado 4WD,Pickup truck: Standard,6.2,8.0,A10,Z,15.7,11.9,14.0,20,329,3
220,2022,Chevrolet,Silverado 4WD (No Stop-Start),Pickup truck: Standard,6.2,8.0,A10,Z,16.6,12.3,14.7,19,345,3
221,2022,Chevrolet,Silverado 4WD Custom Trail Boss,Pickup truck: Standard,6.2,8.0,A10,Z,16.5,13.2,15.0,19,352,3
222,2022,Chevrolet,Silverado 4WD Mud Terrain Tire,Pickup truck: Standard,6.2,8.0,A10,Z,16.5,13.2,15.0,19,352,3
223,2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No Stop-Start),Pickup truck: Standard,6.2,8.0,A10,Z,18.2,14.2,16.4,17,385,2
224,2022,Chevrolet,Silverado 4WD ZR2,Pickup truck: Standard,6.2,8.0,A10,Z,16.7,14.1,15.5,18,366,2
225,2022,Chevrolet,Spark,Subcompact,1.4,4.0,AV,X,7.7,6.2,7.0,40,165,7
226,2022,Chevrolet,Spark,Subcompact,1.4,4.0,M5,X,8.0,6.2,7.2,39,170,7
227,2022,Chevrolet,Suburban,SUV: Standard,3.0,6.0,A10,D,11.2,8.7,10.1,28,272,4
228,2022,Chevrolet,Suburban,SUV: Standard,5.3,8.0,A10,X,15.8,11.8,14.0,20,327,3
229,2022,Chevrolet,Suburban (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,16.0,11.9,14.1,20,332,3
230,2022,Chevrolet,Suburban 4WD,SUV: Standard,3.0,6.0,A10,D,11.7,9.0,10.5,27,281,4
231,2022,Chevrolet,Suburban 4WD,SUV: Standard,5.3,8.0,A10,X,15.9,12.4,14.3,20,336,3
232,2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,17.0,12.7,15.1,19,354,3
233,2022,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8.0,A10,Z,16.3,12.7,14.7,19,345,3
234,2022,Chevrolet,Suburban 4WD (No Stop-Start),SUV: Standard,6.2,8.0,A10,Z,17.0,12.7,15.1,19,353,3
235,2022,Chevrolet,Tahoe,SUV: Standard,3.0,6.0,A10,D,11.0,8.4,9.8,29,263,4
236,2022,Chevrolet,Tahoe,SUV: Standard,5.3,8.0,A10,X,15.8,11.8,14.0,20,327,3
237,2022,Chevrolet,Tahoe (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,16.0,11.9,14.1,20,332,3
238,2022,Chevrolet,Tahoe 4WD,SUV: Standard,3.0,6.0,A10,D,11.7,9.0,10.5,27,281,4
239,2022,Chevrolet,Tahoe 4WD,SUV: Standard,5.3,8.0,A10,X,15.8,11.8,14.0,20,327,3
240,2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,5.3,8.0,A10,X,17.0,12.7,15.1,19,354,3
241,2022,Chevrolet,Tahoe 4WD,SUV: Standard,6.2,8.0,A10,Z,16.3,12.7,14.7,19,345,3
242,2022,Chevrolet,Tahoe 4WD (No Stop-Start),SUV: Standard,6.2,8.0,A10,Z,17.0,12.7,15.1,19,353,3
243,2022,Chevrolet,Trailblazer,SUV: Small,1.2,3.0,AV,X,8.0,7.6,7.8,36,184,6
244,2022,Chevrolet,Trailblazer,SUV: Small,1.3,3.0,AV,X,8.0,7.2,7.6,37,178,7
245,2022,Chevrolet,Trailblazer AWD,SUV: Small,1.3,3.0,A9,X,8.9,7.8,8.4,34,197,6
246,2022,Chevrolet,Traverse,SUV: Standard,3.6,6.0,A9,X,13.0,8.8,11.1,25,260,4
247,2022,Chevrolet,Traverse AWD,SUV: Standard,3.6,6.0,A9,X,13.6,9.6,11.8,24,277,4
248,2022,Chevrolet,Trax,SUV: Small,1.4,4.0,AS6,X,9.7,7.3,8.6,33,201,6
249,2022,Chevrolet,Trax AWD,SUV: Small,1.4,4.0,AS6,X,10.2,7.7,9.1,31,214,5
250,2022,Chrysler,300,Full-size,3.6,6.0,A8,X,12.4,7.8,10.3,27,242,5
251,2022,Chrysler,300,Full-size,5.7,8.0,A8,X,14.7,9.4,12.3,23,289,4
252,2022,Chrysler,300 AWD,Full-size,3.6,6.0,A8,X,12.8,8.7,11.0,26,258,4
253,2022,Chrysler,Grand Caravan,Minivan,3.6,6.0,A9,X,12.4,8.4,10.6,27,249,5
254,2022,Chrysler,Pacifica,Minivan,3.6,6.0,A9,X,12.4,8.4,10.6,27,249,5
255,2022,Chrysler,Pacifica AWD,Minivan,3.6,6.0,A9,X,14.1,9.4,12.0,24,279,4
256,2022,Dodge,Challenger,Mid-size,3.6,6.0,A8,X,12.4,7.8,10.3,27,242,5
257,2022,Dodge,Challenger (MDS),Mid-size,5.7,8.0,A8,X,14.7,9.4,12.3,23,289,4
258,2022,Dodge,Challenger,Mid-size,5.7,8.0,M6,Z,15.6,10.1,13.1,22,307,3
259,2022,Dodge,Challenger (MDS),Mid-size,6.4,8.0,A8,Z,15.8,9.6,13.0,22,305,3
260,2022,Dodge,Challenger,Mid-size,6.4,8.0,M6,Z,16.7,10.4,13.9,20,325,3
261,2022,Dodge,Challenger AWD,Mid-size,3.6,6.0,A8,X,12.8,8.7,11.0,26,258,4
262,2022,Dodge,Challenger Widebody (MDS),Mid-size,6.4,8.0,A8,Z,15.8,9.6,13.0,22,305,3
263,2022,Dodge,Challenger Widebody,Mid-size,6.4,8.0,M6,Z,16.7,10.4,13.9,20,325,3
264,2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8.0,A8,Z,17.6,10.7,14.5,19,339,3
265,2022,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8.0,M6,Z,18.1,11.4,15.1,19,352,3
266,2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8.0,A8,Z,18.6,11.3,15.3,18,359,2
267,2022,Dodge,Challenger SRT Hellcat Widebody,Mid-size,6.2,8.0,M6,Z,18.1,11.4,15.1,19,352,3
268,2022,Dodge,Charger,Full-size,3.6,6.0,A8,X,12.4,7.8,10.3,27,242,5
269,2022,Dodge,Charger (MDS),Full-size,5.7,8.0,A8,X,14.7,9.4,12.3,23,289,4
270,2022,Dodge,Charger (MDS),Full-size,6.4,8.0,A8,Z,15.8,9.6,13.0,22,305,3
271,2022,Dodge,Charger AWD,Full-size,3.6,6.0,A8,X,12.8,8.7,11.0,26,258,4
272,2022,Dodge,Charger Widebody (MDS),Full-size,6.4,8.0,A8,Z,15.8,9.6,13.0,22,305,3
273,2022,Dodge,Charger SRT Hellcat Widebody,Full-size,6.2,8.0,A8,Z,19.0,11.5,15.6,18,368,2
274,2022,Dodge,Durango AWD,SUV: Standard,3.6,6.0,A8,X,12.7,9.6,11.3,25,265,4
275,2022,Dodge,Durango AWD,SUV: Standard,5.7,8.0,A8,X,16.7,10.9,14.1,20,331,3
276,2022,Dodge,Durango AWD SRT,SUV: Standard,6.4,8.0,A8,Z,18.3,12.2,15.6,18,363,2
277,2022,FIAT,500X AWD,SUV: Small,1.3,4.0,A9,X,10.0,7.9,9.1,31,221,5
278,2022,Ford,Bronco 4WD,SUV: Small,2.3,4.0,AS10,X,12.1,11.2,11.7,24,275,4
279,2022,Ford,Bronco 4WD,SUV: Small,2.3,4.0,M7,X,12.1,11.4,11.8,24,277,4
280,2022,Ford,Bronco 4WD,SUV: Small,2.7,6.0,AS10,X,12.8,11.9,12.4,23,291,4
281,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4.0,AS10,X,13.5,14.0,13.7,21,323,3
282,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.3,4.0,M7,X,14.9,13.5,14.3,20,336,3
283,2022,Ford,Bronco Badlands 4WD,SUV: Small,2.7,6.0,AS10,X,14.1,14.1,14.1,20,331,3
284,2022,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4.0,AS10,X,13.1,13.1,13.1,22,308,3
285,2022,Ford,Bronco Black Diamond 4WD,SUV: Small,2.3,4.0,M7,X,13.8,12.4,13.2,21,310,3
286,2022,Ford,Bronco Raptor 4WD,SUV: Standard,3.0,6.0,AS10,X,15.7,14.8,15.3,18,358,2
287,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4.0,AS10,X,13.1,13.8,13.4,21,314,3
288,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.3,4.0,M7,X,13.8,13.1,13.5,21,317,3
289,2022,Ford,Bronco Sasquatch 4WD,SUV: Small,2.7,6.0,AS10,X,14.1,14.1,14.1,20,331,3
290,2022,Ford,Bronco Sport 4WD,SUV: Small,1.5,3.0,A8,X,9.3,8.4,8.9,32,209,5
291,2022,Ford,Bronco Sport 4WD,SUV: Small,2.0,4.0,AS8,X,11.1,9.0,10.2,27,240,5
292,2022,Ford,EcoSport AWD,SUV: Small,2.0,4.0,AS6,X,10.4,8.0,9.3,30,219,5
293,2022,Ford,Edge AWD,SUV: Small,2.0,4.0,A8,X,11.5,8.4,10.1,28,238,5
294,2022,Ford,Edge AWD,SUV: Small,2.0,4.0,AS8,X,11.6,8.5,10.2,28,239,5
295,2022,Ford,Edge AWD,SUV: Small,2.7,6.0,AS8,X,12.6,9.3,11.2,25,262,4
296,2022,Ford,Escape,SUV: Small,1.5,3.0,A8,X,8.5,6.8,7.8,36,182,6
297,2022,Ford,Escape AWD,SUV: Small,1.5,3.0,A8,X,9.0,7.6,8.4,34,198,6
298,2022,Ford,Escape AWD,SUV: Small,2.0,4.0,A8,X,10.5,7.5,9.2,31,216,5
299,2022,Ford,Escape Hybrid,SUV: Small,2.5,4.0,AV,X,5.4,6.3,5.8,49,136,8
300,2022,Ford,Escape Hybrid AWD,SUV: Small,2.5,4.0,AV,X,5.5,6.4,5.9,48,139,8
301,2022,Ford,Expedition 4X4,SUV: Standard,3.5,6.0,AS10,X,14.8,10.6,12.9,22,304,3
302,2022,Ford,Expedition 4X4 (Without Stop-Start),SUV: Standard,3.5,6.0,AS10,X,15.4,11.2,13.5,21,317,3
303,2022,Ford,Expedition Timberline 4X4,SUV: Standard,3.5,6.0,AS10,X,14.5,12.3,13.5,21,317,3
304,2022,Ford,Expedition Timberline 4X4 (Without Stop-Start),SUV: Standard,3.5,6.0,AS10,X,15.2,12.3,13.9,20,326,3
305,2022,Ford,Explorer AWD,SUV: Standard,2.3,4.0,A10,X,11.7,8.6,10.3,27,242,5
306,2022,Ford,Explorer AWD (Without Stop-Start),SUV: Standard,2.3,4.0,A10,X,12.0,9.0,10.7,26,252,5
307,2022,Ford,Explorer Timberline AWD,SUV: Standard,2.3,4.0,AS10,X,12.2,10.5,11.5,25,269,4
308,2022,Ford,Explorer Timberline AWD (Without Stop-Start),SUV: Standard,2.3,4.0,AS10,X,12.5,11.0,11.8,24,277,4
309,2022,Ford,Explorer AWD,SUV: Standard,3.0,6.0,A10,X,13.4,9.8,11.8,24,277,4
310,2022,Ford,Explorer Hybrid AWD,SUV: Standard,3.3,6.0,AS10,X,10.1,9.0,9.6,29,225,5
311,2022,Ford,F-150,Pickup truck: Standard,2.7,6.0,AS10,X,12.1,9.4,10.9,26,256,5
312,2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,2.7,6.0,AS10,X,13.5,10.1,12.0,24,282,4
313,2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,X,12.1,9.8,11.1,25,260,4
314,2022,Ford,F-150 FFV,Pickup truck: Standard,3.3,6.0,AS10,E,16.8,12.8,15.0,19,249,5
315,2022,Ford,F-150,Pickup truck: Standard,3.5,6.0,AS10,X,13.1,9.9,11.7,24,275,4
316,2022,Ford,F-150 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,13.7,10.0,12.0,24,281,4
317,2022,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,X,14.4,10.8,12.8,22,300,3
318,2022,Ford,F-150 FFV,Pickup truck: Standard,5.0,8.0,AS10,E,20.8,14.3,17.9,16,298,4
319,2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,X,14.7,10.6,12.9,22,302,3
320,2022,Ford,F-150 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,E,20.1,14.1,17.4,16,289,4
321,2022,Ford,F-150 4X4,Pickup truck: Standard,2.7,6.0,AS10,X,12.9,10.1,11.7,24,274,4
322,2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6.0,AS10,X,12.6,10.7,11.8,24,277,4
323,2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,3.3,6.0,AS10,E,17.3,13.1,15.4,18,256,5
324,2022,Ford,F-150 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,13.5,10.3,12.1,23,284,4
325,2022,Ford,F-150 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,14.6,11.0,13.0,22,304,3
326,2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,X,14.7,10.8,12.9,22,304,3
327,2022,Ford,F-150 4X4 FFV,Pickup truck: Standard,5.0,8.0,AS10,E,21.2,14.2,18.1,16,301,3
328,2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,X,15.1,10.7,13.1,22,308,3
329,2022,Ford,F-150 4X4 FFV (Without Stop-Start),Pickup truck: Standard,5.0,8.0,AS10,E,20.7,14.2,17.8,16,295,4
330,2022,Ford,F-150 Raptor 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,15.8,13.2,14.6,19,344,3
331,2022,Ford,F-150 Raptor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,16.8,13.2,15.2,19,357,2
332,2022,Ford,F-150 Raptor 37 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,16.0,14.4,15.3,18,359,2
333,2022,Ford,F-150 Raptor 37 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,16.6,14.8,15.8,18,370,2
334,2022,Ford,F-150 Tremor 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,14.3,11.8,13.2,21,310,3
335,2022,Ford,F-150 Tremor 4X4 (Without Stop-Start),Pickup truck: Standard,3.5,6.0,AS10,X,14.7,11.7,13.3,21,313,3
336,2022,Ford,F-150 Hybrid,Pickup truck: Standard,3.5,6.0,AS10,X,9.8,9.7,9.7,29,228,5
337,2022,Ford,F-150 Hybrid 4X4,Pickup truck: Standard,3.5,6.0,AS10,X,10.3,10.0,10.2,28,238,5
338,2022,Ford,GT,Two-seater,3.5,6.0,AM7,Z,19.9,12.8,16.7,17,395,2
339,2022,Ford,Maverick AWD,Pickup truck: Small,2.0,4.0,A8,X,10.7,8.1,9.6,29,226,5
340,2022,Ford,Maverick Hybrid,Pickup truck: Small,2.5,4.0,AV,X,5.6,7.1,6.3,45,147,8
341,2022,Ford,Mustang,Subcompact,2.3,4.0,A10,X,11.0,7.4,9.3,30,220,5
342,2022,Ford,Mustang,Subcompact,2.3,4.0,AS10,X,11.4,7.9,9.8,29,231,5
343,2022,Ford,Mustang (High Performance),Subcompact,2.3,4.0,AS10,X,11.7,8.6,10.3,27,242,5
344,2022,Ford,Mustang,Subcompact,2.3,4.0,M6,X,11.5,8.2,10.0,28,236,5
345,2022,Ford,Mustang (High Performance),Subcompact,2.3,4.0,M6,X,11.9,8.7,10.5,27,246,5
346,2022,Ford,Mustang,Subcompact,5.0,8.0,AS10,X,15.2,9.7,12.7,22,298,4
347,2022,Ford,Mustang,Subcompact,5.0,8.0,M6,X,16.1,10.1,13.4,21,314,3
348,2022,Ford,Mustang Convertible,Subcompact,2.3,4.0,A10,X,11.7,8.1,10.1,28,237,5
349,2022,Ford,Mustang Convertible,Subcompact,2.3,4.0,AS10,X,12.0,8.5,10.4,27,244,5
350,2022,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,AS10,X,12.1,8.9,10.7,26,252,5
351,2022,Ford,Mustang Convertible,Subcompact,2.3,4.0,M6,X,11.8,8.6,10.4,27,244,5
352,2022,Ford,Mustang Convertible (High Performance),Subcompact,2.3,4.0,M6,X,12.3,9.2,10.9,26,256,5
353,2022,Ford,Mustang Convertible,Subcompact,5.0,8.0,AS10,X,15.8,10.4,13.4,21,314,3
354,2022,Ford,Mustang Mach 1,Subcompact,5.0,8.0,AS10,X,15.2,10.1,12.9,22,302,3
355,2022,Ford,Mustang Mach 1,Subcompact,5.0,8.0,M6,X,17.1,11.2,14.5,19,339,3
356,2022,Ford,Ranger 4WD,Pickup truck: Standard,2.3,4.0,AS10,X,11.9,9.7,10.9,26,256,5
357,2022,Ford,Ranger 4WD (Without Stop-Start),Pickup truck: Standard,2.3,4.0,AS10,X,12.4,9.7,11.2,25,262,4
358,2022,Ford,Ranger 4WD Tremor,Pickup truck: Standard,2.3,4.0,AS10,X,12.4,12.3,12.4,23,291,4
359,2022,Ford,Shelby GT500 Mustang,Subcompact,5.2,8.0,AM7,Z,19.9,12.7,16.7,17,392,2
360,2022,Ford,Transit Connect Van,Special purpose vehicle,2.0,4.0,AS8,X,9.8,8.9,9.4,30,221,5
361,2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4.0,AS8,X,9.8,8.9,9.4,30,221,5
362,2022,Ford,Transit Connect Van FFV,Special purpose vehicle,2.0,4.0,AS8,E,13.3,11.9,12.7,22,211,5
363,2022,Ford,Transit Connect Van,Special purpose vehicle,2.5,4.0,AS6,X,12.0,8.9,10.6,27,249,5
364,2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.0,4.0,AS8,X,10.0,8.3,9.2,31,216,5
365,2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,X,10.0,8.3,9.2,31,216,5
366,2022,Ford,Transit Connect Wagon LWB FFV,Special purpose vehicle,2.0,4.0,AS8,E,14.7,11.3,13.2,21,219,5
367,2022,Ford,Transit Connect Wagon LWB,Special purpose vehicle,2.5,4.0,AS6,X,12.1,9.0,10.6,27,249,5
368,2022,Genesis,G70 AWD,Compact,2.0,4.0,AS8,Z,11.4,8.2,10.0,28,236,5
369,2022,Genesis,G70 AWD,Compact,3.3,6.0,AS8,Z,13.5,9.1,11.5,25,273,4
370,2022,Genesis,G80 AWD,Full-size,2.5,4.0,AS8,Z,10.8,7.9,9.5,30,225,5
371,2022,Genesis,G80 AWD,Full-size,3.5,6.0,AS8,Z,14.8,9.9,12.6,22,298,4
372,2022,Genesis,G90 AWD,Full-size,5.0,8.0,AS8,Z,15.0,10.1,12.8,22,303,3
373,2022,Genesis,GV70 AWD,SUV: Small,2.5,4.0,AS8,Z,10.7,8.4,9.7,29,229,5
374,2022,Genesis,GV70 AWD,SUV: Small,3.5,6.0,AS8,Z,12.9,10.0,11.6,24,275,4
